policy_sk,policy_nk,policy_id,customer_id,policy_name,policy_term,policy_start_dt,policy_end_dt,policy_type_sk,policy_type_id,premium_amt,start_day,end_day,is_current
208,Central|13579_3069,13579_3069,3069,HSB_Lifeclaim_13579,Quarterly,2003-12-31,2026-12-27,2,13579,5000,0,,True
209,Central|13579_3089,13579_3089,3089,HSB_Lifeclaim_13579,Quarterly,2011-12-31,2034-12-27,2,13579,5000,0,,True
210,Central|13579_3124,13579_3124,3124,HSB_Lifeclaim_13579,Quarterly,2014-12-31,2037-12-27,2,13579,5000,0,,True
214,Central|13579_314,13579_314,314,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2030-12-27,2,13579,5000,0,,True
211,Central|13579_3141,13579_3141,3141,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2031-12-27,2,13579,5000,0,,True
212,Central|13579_3143,13579_3143,3143,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-27,2,13579,5000,0,,True
213,Central|13579_3146,13579_3146,3146,HSB_Lifeclaim_13579,Quarterly,2011-12-31,2034-12-27,2,13579,5000,0,,True
215,Central|13579_3179,13579_3179,3179,HSB_Lifeclaim_13579,Quarterly,2011-12-31,2034-12-27,2,13579,5000,0,,True
216,Central|13579_3191,13579_3191,3191,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-27,2,13579,5000,0,,True
217,Central|13579_3229,13579_3229,3229,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-27,2,13579,5000,0,,True
218,Central|13579_3230,13579_3230,3230,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2031-12-27,2,13579,5000,0,,True
219,Central|13579_3327,13579_3327,3327,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-27,2,13579,5000,0,,True
220,Central|13579_3359,13579_3359,3359,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2030-12-27,2,13579,5000,0,,True
221,Central|13579_3360,13579_3360,3360,HSB_Lifeclaim_13579,Quarterly,2008-01-03,2030-12-30,2,13579,5000,0,,True
222,Central|13579_3361,13579_3361,3361,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2032-12-27,2,13579,5000,0,,True
223,Central|13579_3399,13579_3399,3399,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2032-12-27,2,13579,5000,0,,True
224,Central|13579_377,13579_377,377,HSB_Lifeclaim_13579,Quarterly,2011-12-31,2034-12-27,2,13579,5000,0,,True
225,Central|13579_381,13579_381,381,HSB_Lifeclaim_13579,Quarterly,2007-01-03,2029-12-30,2,13579,5000,0,,True
226,Central|13579_408,13579_408,408,HSB_Lifeclaim_13579,Quarterly,2008-01-02,2030-12-29,2,13579,5000,0,,True
227,Central|13579_445,13579_445,445,HSB_Lifeclaim_13579,Quarterly,2011-12-31,2034-12-27,2,13579,5000,0,,True
228,Central|13579_539,13579_539,539,HSB_Lifeclaim_13579,Quarterly,2014-12-31,2037-12-27,2,13579,5000,0,,True
229,Central|13579_551,13579_551,551,HSB_Lifeclaim_13579,Quarterly,2002-12-31,2025-12-27,2,13579,5000,0,,True
230,Central|13579_573,13579_573,573,HSB_Lifeclaim_13579,Quarterly,2011-12-31,2034-12-27,2,13579,5000,0,,True
231,Central|13579_592,13579_592,592,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-27,2,13579,5000,0,,True
232,Central|13579_593,13579_593,593,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-27,2,13579,5000,0,,True
233,Central|13579_62,13579_62,62,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2030-12-27,2,13579,5000,0,,True
234,Central|13579_635,13579_635,635,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2032-12-27,2,13579,5000,0,,True
235,Central|13579_649,13579_649,649,HSB_Lifeclaim_13579,Quarterly,2010-12-31,2033-12-27,2,13579,5000,0,,True
236,Central|13579_669,13579_669,669,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2031-12-27,2,13579,5000,0,,True
237,Central|13579_688,13579_688,688,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2032-12-27,2,13579,5000,0,,True
238,Central|13579_721,13579_721,721,HSB_Lifeclaim_13579,Quarterly,2012-12-30,2035-12-27,2,13579,5000,0,,True
239,Central|13579_792,13579_792,792,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-27,2,13579,5000,0,,True
240,Central|13579_796,13579_796,796,HSB_Lifeclaim_13579,Quarterly,2012-12-30,2035-12-27,2,13579,5000,0,,True
241,Central|13579_825,13579_825,825,HSB_Lifeclaim_13579,Quarterly,2004-12-30,2027-12-27,2,13579,5000,0,,True
242,Central|13579_827,13579_827,827,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-27,2,13579,5000,0,,True
243,Central|13579_865,13579_865,865,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-27,2,13579,5000,0,,True
244,Central|13579_916,13579_916,916,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2028-12-27,2,13579,5000,0,,True
245,Central|13579_950,13579_950,950,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2031-12-27,2,13579,5000,0,,True
246,Central|13579_954,13579_954,954,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-27,2,13579,5000,0,,True
247,Central|13579_962,13579_962,962,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-27,2,13579,5000,0,,True
248,Central|19181_1354,19181_1354,1354,HSB_Termclaim_23579,Quarterly,2007-12-31,2036-12-27,3,19181,5000,0,1.0,False
249,Central|19181_1354,19181_1354,597,HSB_Termclaim_23579,Quarterly,2010-12-31,2036-12-27,3,19181,5000,1,2.0,False
250,Central|19181_1354,19181_1354,597,HSB_Termclaim_23579,Quarterly,2011-12-31,2036-12-27,3,19181,5000,2,,True
251,Central|19182_697,19182_697,697,HSB_WholeLife_22468,Half Yearly,2011-06-30,2112-01-01,4,19182,60000,0,1.0,False
252,Central|19182_697,19182_697,2108,HSB_WholeLife_22468,Half Yearly,2014-10-01,2112-01-01,4,19182,60000,1,1.0,False
252,Central|19182_697,19182_697,5678,HSB_WholeLife_22468,Half Yearly,2014-10-01,2112-01-01,4,19182,60000,1,2.0,False
253,Central|19182_697,19182_697,2108,HSB_WholeLife_22468,Half Yearly,2015-03-31,2112-01-01,4,19182,60000,2,2.0,False
253,Central|19182_697,19182_697,5678,HSB_WholeLife_22468,Half Yearly,2014-03-31,2112-01-01,4,19182,60000,2,2.0,False
253,Central|19182_697,19182_697,6789,HSB_WholeLife_22468,Half Yearly,2014-03-31,2112-01-01,4,19182,60000,2,,True
254,Central|19183_674,19183_674,674,HSB_Endowment_19183,Quarterly,2009-12-31,2112-01-01,5,19183,5000,0,1.0,False
255,Central|19183_674,19183_674,1354,HSB_Endowment_19183,Quarterly,2009-12-30,2112-01-01,5,19183,5000,1,2.0,False
256,Central|19183_674,19183_674,1354,HSB_Endowment_19183,Quarterly,2010-12-30,2112-01-01,5,19183,5000,2,,True
257,Central|19184_188,19184_188,188,HSB_Moneyback_19184,Quarterly,2010-12-31,2036-12-27,6,19184,5000,0,1.0,False
258,Central|19184_188,19184_188,697,HSB_Moneyback_19184,Quarterly,2011-04-01,2036-12-27,6,19184,5000,1,2.0,False
259,Central|19184_188,19184_188,697,HSB_Moneyback_19184,Quarterly,2012-04-01,2036-12-27,6,19184,5000,2,,True
260,Central|19185_3106,19185_3106,3106,HSB_ChildPlan_19185,Quarterly,2007-12-31,2035-12-27,7,19185,5000,0,1.0,False
261,Central|19185_3106,19185_3106,674,HSB_ChildPlan_19185,Quarterly,2011-12-31,2035-12-27,7,19185,5000,1,2.0,False
262,Central|19185_3106,19185_3106,674,HSB_ChildPlan_19185,Quarterly,2012-12-31,2035-12-27,7,19185,5000,2,,True
263,Central|19186_597,19186_597,597,HSB_UnitLinked_19186,Quarterly,2008-12-30,2037-12-27,8,19186,5000,0,1.0,False
264,Central|19186_597,19186_597,188,HSB_UnitLinked_19186,Quarterly,2012-12-31,2037-12-27,8,19186,5000,1,2.0,False
265,Central|19186_597,19186_597,188,HSB_UnitLinked_19186,Quarterly,2013-12-31,2037-12-27,8,19186,5000,2,,True
266,Central|19187_2108,19187_2108,2108,HSB_AnnuityPlan_19187,Quarterly,2009-12-31,2037-12-27,9,19187,5000,0,1.0,False
267,Central|19187_2108,19187_2108,3106,HSB_AnnuityPlan_19187,Quarterly,2009-12-30,2037-12-27,9,19187,5000,1,2.0,False
268,Central|19187_2108,19187_2108,3106,HSB_AnnuityPlan_19187,Quarterly,2010-12-30,2037-12-27,9,19187,5000,2,,True
269,Central|98765_1075,98765_1075,1075,HSB_Auto_98765,Monthly,2004-12-31,2027-12-27,12,98765,2000,0,,True
270,Central|98765_1106,98765_1106,1106,HSB_Auto_98765,Monthly,2011-12-31,2034-12-27,12,98765,2000,0,,True
271,Central|98765_1109,98765_1109,1109,HSB_Auto_98765,Monthly,2007-01-02,2029-12-29,12,98765,2000,0,,True
272,Central|98765_1138,98765_1138,1138,HSB_Auto_98765,Monthly,2005-12-31,2028-12-27,12,98765,2000,0,,True
273,Central|98765_1238,98765_1238,1238,HSB_Auto_98765,Monthly,2008-01-04,2030-12-31,12,98765,2000,0,,True
274,Central|98765_1247,98765_1247,1247,HSB_Auto_98765,Monthly,2010-12-31,2033-12-27,12,98765,2000,0,,True
275,Central|98765_1253,98765_1253,1253,HSB_Auto_98765,Monthly,2011-12-31,2034-12-27,12,98765,2000,0,,True
276,Central|98765_1360,98765_1360,1360,HSB_Auto_98765,Monthly,2008-01-01,2030-12-28,12,98765,2000,0,,True
277,Central|98765_1419,98765_1419,1419,HSB_Auto_98765,Monthly,2007-01-01,2029-12-28,12,98765,2000,0,,True
278,Central|98765_1442,98765_1442,1442,HSB_Auto_98765,Monthly,2007-12-31,2030-12-27,12,98765,2000,0,,True
280,Central|98765_146,98765_146,146,HSB_Auto_98765,Monthly,2009-12-31,2032-12-27,12,98765,2000,0,,True
279,Central|98765_1466,98765_1466,1466,HSB_Auto_98765,Monthly,2006-12-31,2029-12-27,12,98765,2000,0,,True
281,Central|98765_1482,98765_1482,1482,HSB_Auto_98765,Monthly,2010-12-31,2033-12-27,12,98765,2000,0,,True
282,Central|98765_1561,98765_1561,1561,HSB_Auto_98765,Monthly,2006-12-31,2029-12-27,12,98765,2000,0,,True
283,Central|98765_1644,98765_1644,1644,HSB_Auto_98765,Monthly,2011-12-31,2034-12-27,12,98765,2000,0,,True
284,Central|98765_1686,98765_1686,1686,HSB_Auto_98765,Monthly,2013-12-31,2036-12-27,12,98765,2000,0,,True
285,Central|98765_1748,98765_1748,1748,HSB_Auto_98765,Monthly,2005-12-31,2028-12-27,12,98765,2000,0,,True
286,Central|98765_1749,98765_1749,1749,HSB_Auto_98765,Monthly,2004-12-31,2027-12-27,12,98765,2000,0,,True
287,Central|98765_1777,98765_1777,1777,HSB_Auto_98765,Monthly,2011-12-31,2034-12-27,12,98765,2000,0,,True
288,Central|98765_1793,98765_1793,1793,HSB_Auto_98765,Monthly,2007-01-03,2029-12-30,12,98765,2000,0,,True
289,Central|98765_1893,98765_1893,1893,HSB_Auto_98765,Monthly,2014-12-31,2037-12-27,12,98765,2000,0,,True
290,Central|98765_1934,98765_1934,1934,HSB_Auto_98765,Monthly,2007-12-31,2030-12-27,12,98765,2000,0,,True
291,Central|98765_2061,98765_2061,2061,HSB_Auto_98765,Monthly,2003-12-31,2026-12-27,12,98765,2000,0,,True
292,Central|98765_2073,98765_2073,2073,HSB_Auto_98765,Monthly,2008-12-31,2031-12-27,12,98765,2000,0,,True
293,Central|98765_2131,98765_2131,2131,HSB_Auto_98765,Monthly,2012-12-31,2035-12-27,12,98765,2000,0,,True
294,Central|98765_2157,98765_2157,2157,HSB_Auto_98765,Monthly,2006-12-31,2029-12-27,12,98765,2000,0,,True
295,Central|98765_2201,98765_2201,2201,HSB_Auto_98765,Monthly,2007-01-02,2029-12-29,12,98765,2000,0,,True
296,Central|98765_2204,98765_2204,2204,HSB_Auto_98765,Monthly,2006-12-31,2029-12-27,12,98765,2000,0,,True
297,Central|98765_2274,98765_2274,2274,HSB_Auto_98765,Monthly,2013-12-31,2036-12-27,12,98765,2000,0,,True
298,Central|98765_2289,98765_2289,2289,HSB_Auto_98765,Monthly,2003-12-31,2026-12-27,12,98765,2000,0,,True
299,Central|98765_2333,98765_2333,2333,HSB_Auto_98765,Monthly,2012-12-31,2035-12-27,12,98765,2000,0,,True
300,Central|98765_2426,98765_2426,2426,HSB_Auto_98765,Monthly,2007-12-31,2030-12-27,12,98765,2000,0,,True
301,Central|98765_2499,98765_2499,2499,HSB_Auto_98765,Monthly,2009-12-31,2032-12-27,12,98765,2000,0,,True
302,Central|98765_2500,98765_2500,2500,HSB_Auto_98765,Monthly,2004-12-31,2027-12-27,12,98765,2000,0,,True
303,Central|98765_2587,98765_2587,2587,HSB_Auto_98765,Monthly,2006-12-31,2029-12-27,12,98765,2000,0,,True
304,Central|98765_2653,98765_2653,2653,HSB_Auto_98765,Monthly,2003-12-31,2026-12-27,12,98765,2000,0,,True
305,Central|98765_2713,98765_2713,2713,HSB_Auto_98765,Monthly,2003-12-31,2026-12-27,12,98765,2000,0,,True
307,Central|98765_286,98765_286,286,HSB_Auto_98765,Monthly,2013-12-31,2036-12-27,12,98765,2000,0,,True
306,Central|98765_2862,98765_2862,2862,HSB_Auto_98765,Monthly,2007-01-01,2029-12-28,12,98765,2000,0,,True
308,Central|98765_2892,98765_2892,2892,HSB_Auto_98765,Monthly,2012-01-01,2034-12-28,12,98765,2000,0,,True
309,Central|98765_2951,98765_2951,2951,HSB_Auto_98765,Monthly,2006-12-31,2029-12-27,12,98765,2000,0,,True
310,Central|98765_2954,98765_2954,2954,HSB_Auto_98765,Monthly,2013-12-31,2036-12-27,12,98765,2000,0,,True
311,Central|98765_3046,98765_3046,3046,HSB_Auto_98765,Monthly,2012-12-31,2035-12-27,12,98765,2000,0,,True
312,Central|98765_3132,98765_3132,3132,HSB_Auto_98765,Monthly,2008-01-02,2030-12-29,12,98765,2000,0,,True
313,Central|98765_3261,98765_3261,3261,HSB_Auto_98765,Monthly,2013-12-31,2036-12-27,12,98765,2000,0,,True
314,Central|98765_3344,98765_3344,3344,HSB_Auto_98765,Monthly,2008-12-31,2031-12-27,12,98765,2000,0,,True
315,Central|98765_389,98765_389,389,HSB_Auto_98765,Monthly,2009-12-31,2032-12-27,12,98765,2000,0,,True
316,Central|98765_392,98765_392,392,HSB_Auto_98765,Monthly,2010-12-31,2033-12-27,12,98765,2000,0,,True
317,Central|98765_444,98765_444,444,HSB_Auto_98765,Monthly,2013-12-31,2036-12-27,12,98765,2000,0,,True
318,Central|98765_518,98765_518,518,HSB_Auto_98765,Monthly,2009-12-31,2032-12-27,12,98765,2000,0,,True
319,Central|98765_594,98765_594,594,HSB_Auto_98765,Monthly,2007-12-31,2030-12-27,12,98765,2000,0,,True
320,Central|98765_596,98765_596,596,HSB_Auto_98765,Monthly,2007-12-31,2030-12-27,12,98765,2000,0,,True
321,Central|98765_619,98765_619,619,HSB_Auto_98765,Monthly,2008-12-31,2031-12-27,12,98765,2000,0,,True
322,Central|98765_646,98765_646,646,HSB_Auto_98765,Monthly,2002-12-31,2025-12-27,12,98765,2000,0,,True
323,Central|98765_648,98765_648,648,HSB_Auto_98765,Monthly,2011-12-31,2034-12-27,12,98765,2000,0,,True
324,Central|98765_667,98765_667,667,HSB_Auto_98765,Monthly,2011-12-31,2034-12-27,12,98765,2000,0,,True
325,Central|98765_683,98765_683,683,HSB_Auto_98765,Monthly,2009-12-31,2032-12-27,12,98765,2000,0,,True
326,Central|98765_868,98765_868,868,HSB_Auto_98765,Monthly,2005-12-31,2028-12-27,12,98765,2000,0,,True
327,Central|98765_885,98765_885,885,HSB_Auto_98765,Monthly,2007-12-31,2030-12-27,12,98765,2000,0,,True
328,Central|98765_915,98765_915,915,HSB_Auto_98765,Monthly,2007-01-01,2029-12-28,12,98765,2000,0,,True
329,East|02468_101,02468_101,101,HSB_Jewel_02468,Half Yearly,2009-10-01,2029-12-29,10,2468,60000,0,,True
330,East|02468_1027,02468_1027,1027,HSB_Jewel_02468,Half Yearly,2008-10-01,2029-12-27,10,2468,60000,0,,True
331,East|02468_1028,02468_1028,1028,HSB_Jewel_02468,Half Yearly,2015-01-01,2031-12-27,10,2468,60000,0,,True
332,East|02468_1035,02468_1035,1035,HSB_Jewel_02468,Half Yearly,2008-03-31,2036-12-27,10,2468,60000,0,,True
333,East|02468_1036,02468_1036,1036,HSB_Jewel_02468,Half Yearly,2008-10-01,2030-12-27,10,2468,60000,0,,True
334,East|02468_1156,02468_1156,1156,HSB_Jewel_02468,Half Yearly,2008-10-01,2030-12-27,10,2468,60000,0,,True
335,East|02468_1170,02468_1170,1170,HSB_Jewel_02468,Half Yearly,2010-10-01,2030-12-27,10,2468,60000,0,,True
336,East|02468_1203,02468_1203,1203,HSB_Jewel_02468,Half Yearly,2012-10-01,2037-12-27,10,2468,60000,0,,True
337,East|02468_1246,02468_1246,1246,HSB_Jewel_02468,Half Yearly,2011-09-30,2028-12-27,10,2468,60000,0,,True
338,East|02468_1282,02468_1282,1282,HSB_Jewel_02468,Half Yearly,2009-10-02,2029-12-27,10,2468,60000,0,,True
339,East|02468_1413,02468_1413,1413,HSB_Jewel_02468,Half Yearly,2011-03-30,2036-12-27,10,2468,60000,0,,True
340,East|02468_1473,02468_1473,1473,HSB_Jewel_02468,Half Yearly,2010-10-01,2027-12-27,10,2468,60000,0,,True
344,East|02468_16,02468_16,16,HSB_Jewel_02468,Half Yearly,2009-03-31,2036-12-27,10,2468,60000,0,,True
341,East|02468_1606,02468_1606,1606,HSB_Jewel_02468,Half Yearly,2012-01-02,2030-12-27,10,2468,60000,0,,True
342,East|02468_1614,02468_1614,1614,HSB_Jewel_02468,Half Yearly,2006-10-01,2031-12-27,10,2468,60000,0,,True
343,East|02468_1620,02468_1620,1620,HSB_Jewel_02468,Half Yearly,2011-07-31,2029-12-27,10,2468,60000,0,,True
345,East|02468_1708,02468_1708,1708,HSB_Jewel_02468,Half Yearly,2009-07-31,2032-12-27,10,2468,60000,0,,True
346,East|02468_1725,02468_1725,1725,HSB_Jewel_02468,Half Yearly,2010-10-01,2034-12-27,10,2468,60000,0,,True
347,East|02468_1734,02468_1734,1734,HSB_Jewel_02468,Half Yearly,2008-10-01,2030-12-27,10,2468,60000,0,,True
348,East|02468_1808,02468_1808,1808,HSB_Jewel_02468,Half Yearly,2010-10-01,2029-12-27,10,2468,60000,0,,True
349,East|02468_1821,02468_1821,1821,HSB_Jewel_02468,Half Yearly,2012-10-01,2029-12-27,10,2468,60000,0,,True
350,East|02468_184,02468_184,184,HSB_Jewel_02468,Half Yearly,2015-09-30,2030-12-27,10,2468,60000,0,,True
351,East|02468_1854,02468_1854,1854,HSB_Jewel_02468,Half Yearly,2011-01-01,2030-12-27,10,2468,60000,0,,True
352,East|02468_1885,02468_1885,1885,HSB_Jewel_02468,Half Yearly,2009-10-01,2031-12-27,10,2468,60000,0,,True
353,East|02468_1972,02468_1972,1972,HSB_Jewel_02468,Half Yearly,2010-07-01,2036-12-27,10,2468,60000,0,,True
355,East|02468_21,02468_21,21,HSB_Jewel_02468,Half Yearly,2011-12-30,2033-12-27,10,2468,60000,0,,True
354,East|02468_2162,02468_2162,2162,HSB_Jewel_02468,Half Yearly,2008-10-01,2029-12-27,10,2468,60000,0,,True
356,East|02468_2212,02468_2212,2212,HSB_Jewel_02468,Half Yearly,2012-10-01,2035-12-27,10,2468,60000,0,,True
357,East|02468_2276,02468_2276,2276,HSB_Jewel_02468,Half Yearly,2009-08-02,2030-01-02,10,2468,60000,0,,True
358,East|02468_2353,02468_2353,2353,HSB_Jewel_02468,Half Yearly,2008-01-31,2036-12-27,10,2468,60000,0,,True
359,East|02468_2507,02468_2507,2507,HSB_Jewel_02468,Half Yearly,2011-12-30,2030-12-27,10,2468,60000,0,,True
360,East|02468_2522,02468_2522,2522,HSB_Jewel_02468,Half Yearly,2013-01-01,2029-12-27,10,2468,60000,0,,True
361,East|02468_2534,02468_2534,2534,HSB_Jewel_02468,Half Yearly,2012-07-31,2037-12-27,10,2468,60000,0,,True
362,East|02468_2551,02468_2551,2551,HSB_Jewel_02468,Half Yearly,2011-09-30,2032-12-27,10,2468,60000,0,,True
363,East|02468_2603,02468_2603,2603,HSB_Jewel_02468,Half Yearly,2006-10-01,2029-12-27,10,2468,60000,0,,True
364,East|02468_2604,02468_2604,2604,HSB_Jewel_02468,Half Yearly,2011-07-31,2032-12-27,10,2468,60000,0,,True
365,East|02468_2649,02468_2649,2649,HSB_Jewel_02468,Half Yearly,2013-10-01,2037-12-27,10,2468,60000,0,,True
366,East|02468_2650,02468_2650,2650,HSB_Jewel_02468,Half Yearly,2010-10-01,2031-12-27,10,2468,60000,0,,True
367,East|02468_2738,02468_2738,2738,HSB_Jewel_02468,Half Yearly,2005-10-01,2037-12-27,10,2468,60000,0,,True
368,East|02468_2817,02468_2817,2817,HSB_Jewel_02468,Half Yearly,2013-10-01,2030-12-27,10,2468,60000,0,,True
369,East|02468_282,02468_282,282,HSB_Jewel_02468,Half Yearly,2013-10-01,2031-12-27,10,2468,60000,0,,True
370,East|02468_2867,02468_2867,2867,HSB_Jewel_02468,Half Yearly,2009-10-03,2030-12-27,10,2468,60000,0,,True
371,East|02468_2877,02468_2877,2877,HSB_Jewel_02468,Half Yearly,2013-10-01,2033-12-27,10,2468,60000,0,,True
372,East|02468_306,02468_306,306,HSB_Jewel_02468,Half Yearly,2013-10-01,2033-12-27,10,2468,60000,0,,True
373,East|02468_3077,02468_3077,3077,HSB_Jewel_02468,Half Yearly,2009-10-01,2026-12-27,10,2468,60000,0,,True
374,East|02468_315,02468_315,315,HSB_Jewel_02468,Half Yearly,2011-01-01,2033-12-28,10,2468,60000,0,,True
375,East|02468_321,02468_321,321,HSB_Jewel_02468,Half Yearly,2009-07-31,2031-12-28,10,2468,60000,0,,True
376,East|02468_3243,02468_3243,3243,HSB_Jewel_02468,Half Yearly,2013-10-01,2025-12-27,10,2468,60000,0,,True
377,East|02468_331,02468_331,331,HSB_Jewel_02468,Half Yearly,2009-01-01,2031-12-31,10,2468,60000,0,,True
378,East|02468_3385,02468_3385,3385,HSB_Jewel_02468,Half Yearly,2012-10-02,2029-12-27,10,2468,60000,0,,True
379,East|02468_358,02468_358,358,HSB_Jewel_02468,Half Yearly,2009-01-01,2028-12-27,10,2468,60000,0,,True
380,East|02468_370,02468_370,370,HSB_Jewel_02468,Half Yearly,2012-10-01,2032-12-27,10,2468,60000,0,,True
381,East|02468_383,02468_383,383,HSB_Jewel_02468,Half Yearly,2017-01-01,2031-12-27,10,2468,60000,0,,True
382,East|02468_421,02468_421,421,HSB_Jewel_02468,Half Yearly,2011-09-30,2028-12-27,10,2468,60000,0,,True
383,East|02468_466,02468_466,466,HSB_Jewel_02468,Half Yearly,2012-10-01,2035-12-27,10,2468,60000,0,,True
384,East|02468_472,02468_472,472,HSB_Jewel_02468,Half Yearly,2008-10-01,2029-12-28,10,2468,60000,0,,True
385,East|02468_489,02468_489,489,HSB_Jewel_02468,Half Yearly,2011-01-01,2030-12-27,10,2468,60000,0,,True
386,East|02468_580,02468_580,580,HSB_Jewel_02468,Half Yearly,2008-10-01,2030-12-27,10,2468,60000,0,,True
387,East|02468_622,02468_622,622,HSB_Jewel_02468,Half Yearly,2009-10-01,2031-12-27,10,2468,60000,0,,True
388,East|02468_624,02468_624,624,HSB_Jewel_02468,Half Yearly,2008-10-01,2035-12-27,10,2468,60000,0,,True
389,East|02468_659,02468_659,659,HSB_Jewel_02468,Half Yearly,2009-01-01,2029-12-27,10,2468,60000,0,,True
390,East|02468_724,02468_724,724,HSB_Jewel_02468,Half Yearly,2009-01-01,2029-12-29,10,2468,60000,0,,True
391,East|02468_727,02468_727,727,HSB_Jewel_02468,Half Yearly,2014-10-01,2026-12-27,10,2468,60000,0,,True
392,East|02468_741,02468_741,741,HSB_Jewel_02468,Half Yearly,2005-10-01,2030-12-27,10,2468,60000,0,,True
393,East|02468_772,02468_772,772,HSB_Jewel_02468,Half Yearly,2009-10-01,2033-12-27,10,2468,60000,0,,True
394,East|02468_858,02468_858,858,HSB_Jewel_02468,Half Yearly,2008-07-31,2032-12-31,10,2468,60000,0,,True
395,East|02468_999,02468_999,999,HSB_Jewel_02468,Half Yearly,2014-07-31,2027-12-27,10,2468,60000,0,,True
396,East|13579_1008,13579_1008,1008,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2037-12-27,2,13579,5000,0,,True
399,East|13579_102,13579_102,102,HSB_Lifeclaim_13579,Quarterly,2008-01-01,2030-12-27,2,13579,5000,0,,True
397,East|13579_1023,13579_1023,1023,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2032-12-27,2,13579,5000,0,,True
398,East|13579_1026,13579_1026,1026,HSB_Lifeclaim_13579,Quarterly,2008-10-31,2030-12-27,2,13579,5000,0,,True
400,East|13579_1047,13579_1047,1047,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2032-12-27,2,13579,5000,0,,True
401,East|13579_1085,13579_1085,1085,HSB_Lifeclaim_13579,Quarterly,2012-10-31,2033-12-27,2,13579,5000,0,,True
402,East|13579_1086,13579_1086,1086,HSB_Lifeclaim_13579,Quarterly,2012-10-31,2027-12-27,2,13579,5000,0,,True
403,East|13579_109,13579_109,109,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2030-12-27,2,13579,5000,0,,True
404,East|13579_1104,13579_1104,1104,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2032-12-27,2,13579,5000,0,,True
405,East|13579_1129,13579_1129,1129,HSB_Lifeclaim_13579,Quarterly,2012-10-31,2036-12-27,2,13579,5000,0,,True
406,East|13579_1191,13579_1191,1191,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2032-12-27,2,13579,5000,0,,True
407,East|13579_1193,13579_1193,1193,HSB_Lifeclaim_13579,Quarterly,2002-12-31,2031-12-27,2,13579,5000,0,,True
408,East|13579_1199,13579_1199,1199,HSB_Lifeclaim_13579,Quarterly,2007-10-31,2032-12-27,2,13579,5000,0,,True
409,East|13579_1200,13579_1200,1200,HSB_Lifeclaim_13579,Quarterly,2009-03-30,2030-12-28,2,13579,5000,0,,True
410,East|13579_1202,13579_1202,1202,HSB_Lifeclaim_13579,Quarterly,2006-10-31,2028-12-27,2,13579,5000,0,,True
411,East|13579_1226,13579_1226,1226,HSB_Lifeclaim_13579,Quarterly,2010-04-01,2031-12-27,2,13579,5000,0,,True
412,East|13579_1228,13579_1228,1228,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2032-12-27,2,13579,5000,0,,True
413,East|13579_1340,13579_1340,1340,HSB_Lifeclaim_13579,Quarterly,2009-03-30,2033-12-27,2,13579,5000,0,,True
414,East|13579_1341,13579_1341,1341,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2030-12-27,2,13579,5000,0,,True
415,East|13579_1364,13579_1364,1364,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-27,2,13579,5000,0,,True
416,East|13579_1380,13579_1380,1380,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2028-12-27,2,13579,5000,0,,True
425,East|13579_14,13579_14,14,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2031-12-27,2,13579,5000,0,,True
417,East|13579_142,13579_142,142,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2029-12-28,2,13579,5000,0,,True
418,East|13579_1438,13579_1438,1438,HSB_Lifeclaim_13579,Quarterly,2007-10-31,2029-12-27,2,13579,5000,0,,True
