fact_sk,snapshot_day,src_region_file,src_file,customer_sk,policy_sk,policy_type_sk,address_sk,total_policy_amt,premium_amt,premium_amt_paid_tilldate,next_premium_dt,actual_premium_paid_dt
458,0,East,Insurance_details_US_East_day0.csv,560.0,469.0,2,953,500000,5000,60000,2016-01-31,2016-02-28
459,0,East,Insurance_details_US_East_day0.csv,598.0,363.0,10,263,400000,60000,60000,2007-03-31,2007-09-25
460,0,East,Insurance_details_US_East_day0.csv,377.0,450.0,2,38,500000,5000,60000,2009-03-31,2009-09-25
461,0,East,Insurance_details_US_East_day0.csv,647.0,484.0,2,1130,500000,5000,60000,2018-03-31,2018-09-25
462,0,East,Insurance_details_US_East_day0.csv,185.0,426.0,2,1115,500000,5000,60000,2006-01-31,2006-02-28
463,0,East,Insurance_details_US_East_day0.csv,47.0,588.0,12,841,200000,2000,72000,2014-03-31,2014-09-25
464,0,East,Insurance_details_US_East_day0.csv,917.0,381.0,10,566,400000,60000,60000,2017-07-01,2018-01-01
465,0,East,Insurance_details_US_East_day0.csv,1154.0,395.0,10,436,400000,60000,60000,2015-01-31,2015-02-28
466,0,East,Insurance_details_US_East_day0.csv,565.0,473.0,2,498,500000,5000,60000,2014-07-01,2015-01-01
467,0,East,Insurance_details_US_East_day0.csv,1007.0,547.0,2,972,500000,5000,60000,2013-07-01,2014-01-01
468,0,East,Insurance_details_US_East_day0.csv,883.0,526.0,2,575,500000,5000,60000,2012-03-30,2012-09-24
469,0,East,Insurance_details_US_East_day0.csv,704.0,494.0,2,860,500000,5000,60000,2015-03-31,2015-09-25
470,0,East,Insurance_details_US_East_day0.csv,343.0,448.0,2,567,500000,5000,60000,2006-01-31,2006-02-28
471,0,East,Insurance_details_US_East_day0.csv,171.0,422.0,2,353,500000,5000,60000,2012-03-30,2012-09-24
472,0,East,Insurance_details_US_East_day0.csv,946.0,536.0,2,99,500000,5000,60000,2009-07-01,2010-01-01
473,0,East,Insurance_details_US_East_day0.csv,216.0,342.0,10,560,400000,60000,60000,2007-03-31,2007-09-25
474,0,East,Insurance_details_US_East_day0.csv,78.0,592.0,12,836,200000,2000,72000,2016-01-31,2016-02-28
475,0,East,Insurance_details_US_East_day0.csv,980.0,540.0,2,480,500000,5000,60000,2013-03-31,2013-09-25
476,0,East,Insurance_details_US_East_day0.csv,253.0,344.0,10,986,400000,60000,120000,2010-03-31,2010-09-25
477,0,East,Insurance_details_US_East_day0.csv,1039.0,633.0,12,527,200000,2000,72000,2011-07-01,2012-01-01
478,0,East,Insurance_details_US_East_day0.csv,208.0,429.0,2,978,500000,5000,60000,2011-07-01,2012-01-01
479,0,East,Insurance_details_US_East_day0.csv,35.0,403.0,2,933,500000,5000,60000,2013-03-31,2013-09-25
480,0,East,Insurance_details_US_East_day0.csv,438.0,355.0,10,675,400000,60000,60000,2012-06-30,2012-12-31
481,0,East,Insurance_details_US_East_day0.csv,15.0,399.0,2,851,500000,5000,60000,2011-04-01,2011-09-26
482,0,East,Insurance_details_US_East_day0.csv,925.0,532.0,2,144,300000,5000,60000,2012-04-01,2012-04-11
483,0,East,Insurance_details_US_East_day0.csv,1129.0,565.0,3,3,500000,5000,60000,2011-03-31,2011-09-25
484,0,East,Insurance_details_US_East_day0.csv,210.0,568.0,4,127,400000,60000,120000,2012-06-30,2012-12-31
485,0,East,Insurance_details_US_East_day0.csv,556.0,573.0,6,626,500000,5000,60000,2014-03-31,2014-09-25
486,0,East,Insurance_details_US_East_day0.csv,1000.0,577.0,8,181,500000,5000,60000,2012-03-30,2012-09-24
487,0,East,Insurance_details_US_East_day0.csv,792.0,580.0,9,55,500000,5000,60000,2013-03-31,2013-09-25
488,0,East,Insurance_details_US_East_day0.csv,9.0,329.0,10,629,400000,60000,60000,2010-03-31,2010-09-25
489,0,East,Insurance_details_US_East_day0.csv,1092.0,638.0,12,1006,200000,2000,72000,2012-03-30,2012-09-24
490,0,East,Insurance_details_US_East_day0.csv,181.0,425.0,2,367,400000,5000,60000,2012-03-30,2012-09-24
491,0,East,Insurance_details_US_East_day0.csv,1093.0,552.0,2,553,500000,5000,60000,2011-03-31,2011-09-25
492,0,East,Insurance_details_US_East_day0.csv,931.0,575.0,7,1083,500000,5000,60000,2011-03-31,2011-09-25
493,0,East,Insurance_details_US_East_day0.csv,1050.0,634.0,12,100,200000,2000,72000,2011-02-04,2011-03-04
494,0,East,Insurance_details_US_East_day0.csv,452.0,603.0,12,798,200000,2000,72000,2018-03-31,2018-09-25
495,0,East,Insurance_details_US_East_day0.csv,445.0,460.0,2,658,500000,5000,60000,2010-03-31,2010-09-25
496,0,East,Insurance_details_US_East_day0.csv,316.0,444.0,2,288,500000,5000,60000,2009-03-31,2009-09-25
497,0,East,Insurance_details_US_East_day0.csv,396.0,452.0,2,762,500000,5000,60000,2013-07-03,2014-01-03
498,0,East,Insurance_details_US_East_day0.csv,601.0,477.0,2,94,500000,5000,60000,2015-02-01,2015-03-01
499,0,East,Insurance_details_US_East_day0.csv,662.0,490.0,2,1005,500000,5000,60000,2015-07-05,2016-01-05
500,0,East,Insurance_details_US_East_day0.csv,79.0,409.0,2,1008,500000,5000,60000,2012-06-30,2012-12-31
501,0,East,Insurance_details_US_East_day0.csv,841.0,519.0,2,1135,500000,5000,60000,2010-03-31,2010-09-25
502,0,East,Insurance_details_US_East_day0.csv,13.0,330.0,10,794,400000,60000,60000,2009-03-31,2009-09-25
503,0,East,Insurance_details_US_East_day0.csv,651.0,611.0,12,545,200000,2000,72000,2010-07-02,2011-01-02
504,0,East,Insurance_details_US_East_day0.csv,613.0,609.0,12,796,200000,2000,72000,2011-04-02,2011-09-27
505,0,East,Insurance_details_US_East_day0.csv,267.0,440.0,2,72,500000,5000,60000,2010-04-01,2010-09-26
506,0,East,Insurance_details_US_East_day0.csv,136.0,415.0,2,355,500000,5000,60000,2010-03-31,2010-09-25
507,0,East,Insurance_details_US_East_day0.csv,944.0,535.0,2,275,500000,5000,60000,2010-03-31,2010-09-25
508,0,East,Insurance_details_US_East_day0.csv,881.0,524.0,2,391,500000,5000,60000,2010-04-02,2010-09-27
509,0,East,Insurance_details_US_East_day0.csv,110.0,338.0,10,971,400000,60000,60000,2010-04-02,2010-09-27
510,0,East,Insurance_details_US_East_day0.csv,888.0,378.0,10,28,400000,60000,60000,2013-04-02,2013-09-27
511,0,East,Insurance_details_US_East_day0.csv,923.0,627.0,12,1057,200000,2000,72000,2010-04-02,2010-09-27
512,0,East,Insurance_details_US_East_day0.csv,213.0,341.0,10,228,400000,60000,60000,2012-07-02,2013-01-02
513,0,East,Insurance_details_US_East_day0.csv,1134.0,641.0,12,868,200000,2000,72000,2010-03-31,2010-09-25
514,0,East,Insurance_details_US_East_day0.csv,58.0,589.0,12,844,200000,2000,72000,2010-03-31,2010-09-25
515,0,East,Insurance_details_US_East_day0.csv,984.0,541.0,2,215,500000,5000,60000,2014-03-31,2014-09-25
516,0,East,Insurance_details_US_East_day0.csv,849.0,618.0,12,407,200000,2000,72000,2015-03-31,2015-09-25
517,0,East,Insurance_details_US_East_day0.csv,563.0,471.0,2,295,500000,5000,60000,2010-07-01,2011-01-01
518,0,East,Insurance_details_US_East_day0.csv,431.0,457.0,2,1071,500000,5000,60000,2011-07-01,2012-01-01
519,0,East,Insurance_details_US_East_day0.csv,22.0,400.0,2,348,500000,5000,60000,2009-03-31,2009-09-25
520,0,East,Insurance_details_US_East_day0.csv,1111.0,556.0,2,779,500000,5000,60000,2012-06-30,2012-12-31
521,0,East,Insurance_details_US_East_day0.csv,1005.0,387.0,10,325,400000,60000,60000,2010-03-31,2010-09-25
522,0,East,Insurance_details_US_East_day0.csv,793.0,514.0,2,52,500000,5000,60000,2009-01-31,2009-02-28
523,0,East,Insurance_details_US_East_day0.csv,498.0,606.0,12,1077,200000,2000,72000,2009-01-31,2009-02-28
524,0,East,Insurance_details_US_East_day0.csv,241.0,598.0,12,243,200000,2000,72000,2012-03-30,2012-09-24
525,0,East,Insurance_details_US_East_day0.csv,620.0,479.0,2,1112,500000,5000,60000,2011-07-01,2012-01-01
526,0,East,Insurance_details_US_East_day0.csv,73.0,406.0,2,682,500000,5000,60000,2011-03-31,2011-09-25
527,0,East,Insurance_details_US_East_day0.csv,366.0,449.0,2,21,500000,5000,60000,2012-03-30,2012-09-24
528,0,East,Insurance_details_US_East_day0.csv,1097.0,553.0,2,174,500000,5000,60000,2011-07-01,2012-01-01
529,0,East,Insurance_details_US_East_day0.csv,178.0,423.0,2,56,500000,5000,60000,2011-07-01,2012-01-01
530,0,East,Insurance_details_US_East_day0.csv,87.0,411.0,2,605,500000,5000,60000,2013-07-01,2014-01-01
531,0,East,Insurance_details_US_East_day0.csv,162.0,419.0,2,371,500000,5000,60000,2014-01-31,2014-02-28
532,0,East,Insurance_details_US_East_day0.csv,34.0,402.0,2,368,500000,5000,60000,2016-01-31,2016-02-28
533,0,East,Insurance_details_US_East_day0.csv,255.0,345.0,10,86,400000,60000,60000,2010-01-31,2010-02-28
534,0,East,Insurance_details_US_East_day0.csv,1055.0,391.0,10,897,400000,60000,60000,2015-03-31,2015-09-25
535,0,East,Insurance_details_US_East_day0.csv,631.0,483.0,2,1026,500000,5000,60000,2016-03-30,2016-09-24
536,0,East,Insurance_details_US_East_day0.csv,1151.0,563.0,2,850,500000,5000,60000,2017-03-31,2017-09-25
537,0,East,Insurance_details_US_East_day0.csv,205.0,596.0,12,620,200000,2000,72000,2007-03-31,2007-09-25
538,0,East,Insurance_details_US_East_day0.csv,484.0,464.0,2,765,500000,5000,60000,2016-03-30,2016-09-24
539,0,East,Insurance_details_US_East_day0.csv,768.0,373.0,10,754,400000,60000,60000,2010-03-31,2010-09-25
540,0,East,Insurance_details_US_East_day0.csv,1020.0,389.0,10,1037,400000,60000,60000,2009-07-01,2010-01-01
541,0,East,Insurance_details_US_East_day0.csv,776.0,512.0,2,236,500000,5000,60000,2017-01-31,2017-02-28
542,0,East,Insurance_details_US_East_day0.csv,572.0,361.0,10,677,400000,60000,60000,2013-01-31,2013-02-28
543,0,East,Insurance_details_US_East_day0.csv,220.0,597.0,12,995,200000,2000,72000,2014-07-01,2015-01-01
544,0,East,Insurance_details_US_East_day0.csv,951.0,537.0,2,699,500000,5000,60000,2012-03-30,2012-09-24
545,0,East,Insurance_details_US_East_day0.csv,832.0,516.0,2,970,500000,5000,60000,2015-03-31,2015-09-25
546,0,East,Insurance_details_US_East_day0.csv,683.0,492.0,2,42,500000,5000,60000,2015-01-31,2015-02-28
547,0,East,Insurance_details_US_East_day0.csv,1059.0,636.0,12,942,200000,2000,72000,2018-01-31,2018-02-28
548,0,East,Insurance_details_US_East_day0.csv,326.0,446.0,2,1150,500000,5000,60000,2008-01-31,2008-02-28
549,0,East,Insurance_details_US_East_day0.csv,309.0,350.0,10,1106,400000,60000,60000,2016-03-30,2016-09-24
550,0,East,Insurance_details_US_East_day0.csv,3.0,396.0,2,386,500000,5000,60000,2013-03-31,2013-09-25
551,0,East,Insurance_details_US_East_day0.csv,711.0,495.0,2,616,500000,5000,60000,2010-07-01,2011-01-01
552,0,East,Insurance_details_US_East_day0.csv,902.0,528.0,2,907,500000,5000,60000,2014-03-31,2014-09-25
553,0,East,Insurance_details_US_East_day0.csv,588.0,608.0,12,363,200000,2000,72000,2010-01-31,2010-02-28
554,0,East,Insurance_details_US_East_day0.csv,1124.0,560.0,2,572,500000,5000,60000,2012-01-31,2012-02-28
555,0,East,Insurance_details_US_East_day0.csv,911.0,380.0,10,136,400000,60000,60000,2013-03-31,2013-09-25
556,0,East,Insurance_details_US_East_day0.csv,699.0,371.0,10,656,400000,60000,60000,2014-03-31,2014-09-25
557,0,East,Insurance_details_US_East_day0.csv,720.0,499.0,2,503,500000,5000,60000,2015-01-31,2015-02-28
558,0,East,Insurance_details_US_East_day0.csv,750.0,507.0,2,208,500000,5000,60000,2009-03-31,2009-09-25
559,0,East,Insurance_details_US_East_day0.csv,726.0,503.0,2,674,500000,5000,60000,2010-03-31,2010-09-25
560,0,East,Insurance_details_US_East_day0.csv,855.0,522.0,2,678,500000,5000,60000,2015-03-31,2015-09-25
561,0,East,Insurance_details_US_East_day0.csv,300.0,349.0,10,408,400000,60000,60000,2013-03-31,2013-09-25
562,0,East,Insurance_details_US_East_day0.csv,988.0,544.0,2,141,500000,5000,60000,2008-03-30,2008-09-24
563,0,East,Insurance_details_US_East_day0.csv,1024.0,632.0,12,1066,400000,2000,72000,2015-01-31,2015-02-28
564,0,East,Insurance_details_US_East_day0.csv,820.0,375.0,10,996,400000,60000,60000,2010-01-31,2010-02-28
565,0,East,Insurance_details_US_East_day0.csv,1054.0,390.0,10,895,400000,60000,60000,2009-07-01,2010-01-01
566,0,East,Insurance_details_US_East_day0.csv,86.0,593.0,12,483,200000,2000,72000,2010-07-01,2011-01-01
567,0,East,Insurance_details_US_East_day0.csv,1075.0,637.0,12,432,200000,2000,72000,2010-02-01,2010-03-01
568,0,East,Insurance_details_US_East_day0.csv,262.0,438.0,2,125,500000,5000,60000,2011-03-31,2011-09-25
569,0,East,Insurance_details_US_East_day0.csv,448.0,462.0,2,8,500000,5000,60000,2009-03-31,2009-09-25
570,0,East,Insurance_details_US_East_day0.csv,694.0,370.0,10,1084,400000,60000,60000,2010-04-03,2010-09-28
571,0,East,Insurance_details_US_East_day0.csv,1058.0,551.0,2,505,500000,5000,60000,2010-07-01,2011-01-01
572,0,East,Insurance_details_US_East_day0.csv,1133.0,640.0,12,260,200000,2000,72000,2010-07-05,2011-01-05
573,0,East,Insurance_details_US_East_day0.csv,1019.0,548.0,2,1045,500000,5000,60000,2010-03-31,2010-09-25
574,0,East,Insurance_details_US_East_day0.csv,948.0,384.0,10,514,400000,60000,60000,2009-03-31,2009-09-25
575,0,East,Insurance_details_US_East_day0.csv,840.0,617.0,12,729,200000,2000,72000,2011-07-01,2012-01-01
576,0,East,Insurance_details_US_East_day0.csv,77.0,408.0,2,564,500000,5000,60000,2011-01-31,2011-02-28
577,0,East,Insurance_details_US_East_day0.csv,854.0,619.0,12,29,200000,2000,72000,2010-03-31,2010-09-25
578,0,East,Insurance_details_US_East_day0.csv,12.0,398.0,2,776,500000,5000,60000,2012-01-31,2012-02-28
579,0,East,Insurance_details_US_East_day0.csv,710.0,612.0,12,416,200000,2000,72000,2012-01-31,2012-02-28
580,0,East,Insurance_details_US_East_day0.csv,1109.0,555.0,2,107,500000,5000,60000,2010-03-31,2010-09-25
581,0,East,Insurance_details_US_East_day0.csv,218.0,343.0,10,763,400000,60000,60000,2012-01-31,2012-02-28
582,0,East,Insurance_details_US_East_day0.csv,312.0,443.0,2,233,500000,5000,60000,2011-03-31,2011-09-25
583,0,East,Insurance_details_US_East_day0.csv,599.0,364.0,10,92,400000,60000,60000,2012-01-31,2012-02-28
584,0,East,Insurance_details_US_East_day0.csv,322.0,600.0,12,454,200000,2000,72000,2010-07-01,2011-01-01
585,0,East,Insurance_details_US_East_day0.csv,567.0,360.0,10,864,400000,60000,60000,2013-07-01,2014-01-01
586,0,East,Insurance_details_US_East_day0.csv,1004.0,546.0,2,537,500000,5000,60000,2011-03-31,2011-09-25
587,0,East,Insurance_details_US_East_day0.csv,586.0,475.0,2,876,500000,5000,60000,2012-03-30,2012-09-24
588,0,East,Insurance_details_US_East_day0.csv,884.0,527.0,2,18,500000,5000,60000,2011-03-31,2011-09-25
589,0,East,Insurance_details_US_East_day0.csv,161.0,418.0,2,1121,500000,5000,60000,2011-01-31,2011-02-28
590,0,East,Insurance_details_US_East_day0.csv,17.0,333.0,10,420,400000,60000,60000,2009-03-31,2009-09-25
591,0,East,Insurance_details_US_East_day0.csv,65.0,335.0,10,418,400000,60000,60000,2011-03-31,2011-09-25
592,0,East,Insurance_details_US_East_day0.csv,738.0,506.0,2,297,500000,5000,60000,2010-03-31,2010-09-25
593,0,East,Insurance_details_US_East_day0.csv,616.0,366.0,10,1009,400000,60000,60000,2011-03-31,2011-09-25
594,0,East,Insurance_details_US_East_day0.csv,477.0,604.0,12,705,200000,2000,72000,2010-01-31,2010-02-28
595,0,East,Insurance_details_US_East_day0.csv,251.0,436.0,2,84,500000,5000,60000,2014-03-31,2014-09-25
596,0,East,Insurance_details_US_East_day0.csv,292.0,348.0,10,879,400000,60000,60000,2011-03-31,2011-09-25
597,0,East,Insurance_details_US_East_day0.csv,266.0,439.0,2,719,500000,5000,60000,2012-03-30,2012-09-24
598,0,East,Insurance_details_US_East_day0.csv,428.0,456.0,2,375,500000,5000,60000,2010-03-31,2010-09-25
599,0,East,Insurance_details_US_East_day0.csv,724.0,502.0,2,806,500000,5000,60000,2012-03-30,2012-09-24
600,0,East,Insurance_details_US_East_day0.csv,584.0,607.0,12,360,200000,2000,72000,2018-03-31,2018-09-25
601,0,East,Insurance_details_US_East_day0.csv,437.0,459.0,2,732,500000,5000,60000,2018-03-31,2018-09-25
602,0,East,Insurance_details_US_East_day0.csv,96.0,337.0,10,1003,400000,60000,60000,2012-03-30,2012-09-24
603,0,East,Insurance_details_US_East_day0.csv,536.0,468.0,2,338,500000,5000,60000,2010-03-31,2010-09-25
604,0,East,Insurance_details_US_East_day0.csv,1.0,584.0,12,671,200000,2000,72000,2013-07-01,2014-01-01
605,0,East,Insurance_details_US_East_day0.csv,901.0,625.0,12,317,200000,2000,72000,2014-01-31,2014-02-28
606,0,East,Insurance_details_US_East_day0.csv,943.0,629.0,12,380,200000,2000,72000,2016-03-30,2016-09-24
607,0,East,Insurance_details_US_East_day0.csv,629.0,482.0,2,406,500000,5000,60000,2013-03-31,2013-09-25
608,0,East,Insurance_details_US_East_day0.csv,1116.0,559.0,2,497,500000,5000,60000,2017-03-31,2017-09-25
609,0,East,Insurance_details_US_East_day0.csv,395.0,451.0,2,83,500000,5000,60000,2013-03-31,2013-09-25
610,0,East,Insurance_details_US_East_day0.csv,775.0,511.0,2,219,500000,5000,60000,2012-03-30,2012-09-24
611,0,East,Insurance_details_US_East_day0.csv,1150.0,642.0,12,849,200000,2000,72000,2013-03-31,2013-09-25
612,0,East,Insurance_details_US_East_day0.csv,50.0,405.0,2,889,500000,5000,60000,2016-01-31,2016-02-28
613,0,East,Insurance_details_US_East_day0.csv,493.0,358.0,10,768,400000,60000,120000,2009-01-31,2009-02-28
614,0,East,Insurance_details_US_East_day0.csv,909.0,529.0,2,586,500000,5000,60000,2010-07-01,2011-01-01
615,0,East,Insurance_details_US_East_day0.csv,172.0,340.0,10,245,400000,60000,60000,2011-03-31,2011-09-25
616,0,East,Insurance_details_US_East_day0.csv,869.0,621.0,12,464,200000,2000,72000,2012-06-30,2012-12-31
617,0,East,Insurance_details_US_East_day0.csv,767.0,614.0,12,270,200000,2000,72000,2015-03-31,2015-09-25
618,0,East,Insurance_details_US_East_day0.csv,719.0,498.0,2,722,500000,5000,60000,2009-03-31,2009-09-25
619,0,East,Insurance_details_US_East_day0.csv,354.0,353.0,10,300,400000,60000,120000,2011-07-01,2012-01-01
620,0,East,Insurance_details_US_East_day0.csv,204.0,427.0,2,478,500000,5000,60000,2013-03-31,2013-09-25
621,0,East,Insurance_details_US_East_day0.csv,232.0,434.0,2,655,500000,5000,60000,2011-01-31,2011-02-28
622,0,East,Insurance_details_US_East_day0.csv,929.0,382.0,10,1110,400000,60000,60000,2012-03-30,2012-09-24
623,0,East,Insurance_details_US_East_day0.csv,921.0,531.0,2,350,500000,5000,60000,2015-07-01,2016-01-01
624,0,East,Insurance_details_US_East_day0.csv,648.0,367.0,10,524,400000,60000,60000,2006-03-31,2006-09-25
625,0,East,Insurance_details_US_East_day0.csv,561.0,470.0,2,249,500000,5000,60000,2016-06-30,2016-12-31
626,0,East,Insurance_details_US_East_day0.csv,33.0,401.0,2,932,500000,5000,60000,2016-01-31,2016-02-28
627,0,East,Insurance_details_US_East_day0.csv,987.0,543.0,2,886,500000,5000,60000,2016-06-30,2016-12-31
628,0,East,Insurance_details_US_East_day0.csv,954.0,539.0,2,58,500000,5000,60000,2007-01-31,2007-02-28
629,0,East,Insurance_details_US_East_day0.csv,656.0,488.0,2,442,500000,5000,60000,2015-01-31,2015-02-28
630,0,East,Insurance_details_US_East_day0.csv,680.0,369.0,10,625,400000,60000,60000,2014-03-31,2014-09-25
631,0,East,Insurance_details_US_East_day0.csv,128.0,595.0,12,511,200000,2000,72000,2013-01-31,2013-02-28
632,0,East,Insurance_details_US_East_day0.csv,830.0,515.0,2,48,500000,5000,60000,2006-01-31,2006-02-28
633,1,East,Insurance_details_US_East_day1.csv,1130.0,569.0,4,57,400000,60000,120000,2013-03-31,2013-09-25
634,1,East,Insurance_details_US_East_day1.csv,211.0,571.0,5,1073,500000,5000,60000,2014-06-30,2014-12-31
635,1,East,Insurance_details_US_East_day1.csv,557.0,576.0,7,33,500000,5000,60000,2016-03-31,2016-09-25
636,1,East,Insurance_details_US_East_day1.csv,1000.0,581.0,9,65,500000,5000,60000,2014-03-30,2014-09-24
637,1,East,Insurance_details_US_East_day1.csv,792.0,566.0,3,227,500000,5000,60000,2014-03-31,2014-09-25
638,1,East,Insurance_details_US_East_day1.csv,1153.0,643.0,13,1028,500000,5000,60000,2014-03-31,2014-09-25
639,1,East,Insurance_details_US_East_day1.csv,931.0,578.0,8,780,500000,5000,60000,2013-03-31,2013-09-25
640,2,East,Insurance_details_US_East_day2.csv,1131.0,572.0,5,1052,500000,5000,60000,2014-03-31,2014-09-25
641,2,East,Insurance_details_US_East_day2.csv,212.0,574.0,6,1097,500000,5000,60000,2015-06-30,2015-12-31
642,2,East,Insurance_details_US_East_day2.csv,558.0,579.0,8,142,500000,5000,60000,2017-03-31,2017-09-25
643,2,East,Insurance_details_US_East_day2.csv,1000.0,567.0,3,65,500000,5000,60000,2015-03-30,2015-09-24
644,2,East,Insurance_details_US_East_day2.csv,792.0,570.0,4,1040,400000,60000,120000,2013-03-31,2013-09-25
645,2,East,Insurance_details_US_East_day2.csv,1107.0,583.0,11,877,500000,5000,60000,2014-03-31,2014-09-25
646,2,East,Insurance_details_US_East_day2.csv,931.0,582.0,9,1096,500000,5000,60000,2014-03-31,2014-09-25
647,2,East,Insurance_details_US_East_day2.csv,1153.0,643.0,13,1028,500000,5000,60000,2014-03-31,2014-09-25
648,0,South,Insurance_details_US_South_day0.csv,497.0,773.0,2,530,500000,5000,60000,2010-04-02,2010-04-12
649,0,South,Insurance_details_US_South_day0.csv,470.0,768.0,2,1105,500000,5000,60000,2013-04-02,2013-04-12
650,0,South,Insurance_details_US_South_day0.csv,510.0,776.0,2,277,500000,5000,60000,2010-04-04,2010-04-14
651,0,South,Insurance_details_US_South_day0.csv,958.0,707.0,10,969,400000,60000,60000,2010-06-30,2010-07-20
652,0,South,Insurance_details_US_South_day0.csv,871.0,704.0,10,901,400000,60000,60000,2011-06-30,2011-07-20
653,0,South,Insurance_details_US_South_day0.csv,788.0,813.0,2,157,500000,5000,60000,2010-04-03,2010-04-13
654,0,South,Insurance_details_US_South_day0.csv,823.0,892.0,12,785,200000,2000,72000,2011-02-01,2011-03-03
655,0,South,Insurance_details_US_South_day0.csv,416.0,760.0,2,526,500000,5000,60000,2011-04-02,2011-04-12
656,0,South,Insurance_details_US_South_day0.csv,642.0,689.0,10,390,400000,60000,60000,2009-06-30,2009-07-20
657,0,South,Insurance_details_US_South_day0.csv,532.0,680.0,10,805,400000,60000,60000,2010-06-30,2010-07-20
658,0,South,Insurance_details_US_South_day0.csv,135.0,725.0,2,522,500000,5000,60000,2010-04-01,2010-04-11
659,0,South,Insurance_details_US_South_day0.csv,627.0,686.0,10,198,400000,60000,60000,2013-06-30,2013-07-20
660,0,South,Insurance_details_US_South_day0.csv,273.0,865.0,12,1101,200000,2000,72000,2012-01-31,2012-03-01
661,0,South,Insurance_details_US_South_day0.csv,1032.0,839.0,2,235,500000,5000,60000,2010-04-01,2010-04-11
662,0,South,Insurance_details_US_South_day0.csv,686.0,693.0,10,173,400000,60000,60000,2012-06-29,2012-07-19
663,0,South,Insurance_details_US_South_day0.csv,390.0,671.0,10,1041,400000,60000,60000,2012-06-29,2012-07-19
664,0,South,Insurance_details_US_South_day0.csv,546.0,785.0,2,896,500000,5000,60000,2010-04-01,2010-04-11
665,0,South,Insurance_details_US_South_day0.csv,701.0,889.0,12,184,200000,2000,72000,2012-01-31,2012-03-01
666,0,South,Insurance_details_US_South_day0.csv,574.0,789.0,2,893,500000,5000,60000,2010-04-01,2010-04-11
667,0,South,Insurance_details_US_South_day0.csv,805.0,816.0,2,199,500000,5000,60000,2010-04-01,2010-04-11
668,0,South,Insurance_details_US_South_day0.csv,378.0,668.0,10,997,400000,60000,60000,2012-06-29,2012-07-19
669,0,South,Insurance_details_US_South_day0.csv,197.0,861.0,12,769,200000,2000,72000,2010-01-31,2010-03-02
670,0,South,Insurance_details_US_South_day0.csv,658.0,801.0,2,214,500000,5000,60000,2009-04-01,2009-04-11
671,0,South,Insurance_details_US_South_day0.csv,191.0,730.0,2,646,500000,5000,60000,2012-03-31,2012-04-10
672,0,South,Insurance_details_US_South_day0.csv,226.0,654.0,10,760,400000,60000,60000,2007-06-30,2007-07-20
673,0,South,Insurance_details_US_South_day0.csv,542.0,783.0,2,244,500000,5000,60000,2010-04-01,2010-04-11
674,0,South,Insurance_details_US_South_day0.csv,589.0,885.0,12,924,200000,2000,72000,2008-01-31,2008-03-01
675,0,South,Insurance_details_US_South_day0.csv,479.0,771.0,2,399,500000,5000,60000,2008-03-31,2008-04-10
676,0,South,Insurance_details_US_South_day0.csv,779.0,698.0,10,869,400000,60000,60000,2015-06-30,2015-07-20
677,0,South,Insurance_details_US_South_day0.csv,70.0,720.0,2,697,500000,5000,60000,2014-04-01,2014-04-11
678,0,South,Insurance_details_US_South_day0.csv,1082.0,711.0,10,421,400000,60000,60000,2009-06-30,2009-07-20
679,0,South,Insurance_details_US_South_day0.csv,353.0,752.0,2,468,500000,5000,60000,2010-04-01,2010-04-11
680,0,South,Insurance_details_US_South_day0.csv,296.0,662.0,10,27,400000,60000,60000,2015-06-30,2015-07-20
681,0,South,Insurance_details_US_South_day0.csv,835.0,702.0,10,842,400000,60000,60000,2016-06-29,2016-07-19
682,0,South,Insurance_details_US_South_day0.csv,451.0,765.0,2,618,500000,5000,60000,2006-04-01,2006-04-11
683,0,South,Insurance_details_US_South_day0.csv,8.0,717.0,2,830,500000,5000,60000,2018-04-01,2018-04-11
684,0,South,Insurance_details_US_South_day0.csv,734.0,810.0,2,927,500000,5000,60000,2012-03-31,2012-04-10
685,0,South,Insurance_details_US_South_day0.csv,1089.0,841.0,2,943,500000,5000,60000,2007-04-01,2007-04-11
686,0,South,Insurance_details_US_South_day0.csv,333.0,666.0,10,606,400000,60000,60000,2018-06-30,2018-07-20
687,0,South,Insurance_details_US_South_day0.csv,456.0,675.0,10,797,400000,60000,60000,2019-06-30,2019-07-20
688,0,South,Insurance_details_US_South_day0.csv,406.0,759.0,2,957,500000,5000,60000,2018-04-01,2018-04-11
689,0,South,Insurance_details_US_South_day0.csv,979.0,837.0,2,9,500000,5000,60000,2008-03-31,2008-04-10
690,0,South,Insurance_details_US_South_day0.csv,182.0,648.0,10,603,400000,60000,60000,2015-06-30,2015-07-20
691,0,South,Insurance_details_US_South_day0.csv,847.0,825.0,2,552,500000,5000,60000,2015-04-01,2015-04-11
692,0,South,Insurance_details_US_South_day0.csv,607.0,792.0,2,364,500000,5000,60000,2013-04-01,2013-04-11
693,0,South,Insurance_details_US_South_day0.csv,666.0,692.0,10,518,400000,60000,60000,2012-06-29,2012-07-19
694,0,South,Insurance_details_US_South_day0.csv,105.0,645.0,10,154,400000,60000,60000,2013-06-30,2013-07-20
695,0,South,Insurance_details_US_South_day0.csv,261.0,658.0,10,1023,400000,60000,60000,2014-06-30,2014-07-20
